timestamp,user_id,stage,duration_sec,extra
2026-06-15 07:28:13,gateway,vllm_stream,22.901897,
2026-06-15 07:28:15,lynch,round_trip,24.800438,
2026-06-15 07:28:44,server,stt,0.081196,
2026-06-15 07:29:18,server,stt,0.281772,
2026-06-15 07:30:55,gateway,vllm_stream,96.956138,
2026-06-15 07:30:56,lynch,round_trip,98.620497,
2026-06-15 07:38:42,server,stt,0.841199,
2026-06-15 07:40:44,gateway,vllm_stream,121.841812,
2026-06-15 07:40:45,lynch,round_trip,124.349316,
2026-06-15 10:18:46,server,stt,0.119989,
2026-06-15 10:18:51,gateway,vllm_stream,4.932700,
2026-06-15 10:18:52,lynch,round_trip,6.056725,
2026-06-15 10:19:03,server,stt,0.130595,
2026-06-15 11:20:44,server,stt,0.131544,
2026-06-15 11:21:05,gateway,vllm_stream,21.398858,
2026-06-15 11:21:07,lynch,round_trip,23.022704,
2026-06-15 11:23:11,server,stt,0.095791,
2026-06-15 11:29:23,server,stt,0.255219,
2026-06-15 11:29:48,gateway,vllm_stream,24.860701,
2026-06-15 11:29:50,lynch,round_trip,26.781487,
2026-06-23 08:22:54,lynch,node_memory,0.001964,
2026-06-23 08:22:54,lynch,node_prompt_builder,0.000005,
2026-06-23 08:23:54,gateway,vllm_stream,60.189801,
2026-06-23 08:23:54,lynch,llm_node,60.207908,model=mistralai/Ministral-3-14B-Reasoning-2512
2026-06-23 08:23:54,lynch,node_llm,60.208101,
2026-06-23 08:23:54,lynch,write_turn,0.003336,
2026-06-23 08:23:54,lynch,node_write_turn,0.003369,
2026-06-23 08:23:54,lynch,graph_total,60.225724,
2026-06-23 08:23:54,lynch,langgraph_outer,60.227548,
2026-06-23 08:23:54,lynch,ws_send,0.000161,
2026-06-23 08:30:12,gateway,vllm_stream,1.705813,
2026-06-23 08:30:12,lynch,write_turn,0.015305,
2026-06-23 08:38:41,gateway,vllm_stream,10.744222,
2026-06-23 08:38:41,lynch,write_turn,0.015428,
2026-06-23 08:39:13,gateway,vllm_stream,23.048918,
2026-06-23 08:39:13,lynch,write_turn,0.014205,
2026-06-23 08:39:46,gateway,vllm_stream,13.581842,
2026-06-23 08:39:46,lynch,write_turn,0.015437,
2026-06-23 09:01:30,gateway,vllm_stream,11.013154,
2026-06-23 09:01:47,gateway,vllm_stream,9.254533,
2026-06-23 09:02:14,gateway,vllm_stream,14.241571,
2026-06-23 09:02:34,gateway,vllm_stream,11.208788,
2026-06-23 11:33:30,server,stt,1.484342,
2026-06-23 11:33:49,gateway,vllm_stream,19.612748,
2026-06-23 11:33:50,lynch,round_trip,22.329237,
2026-06-23 11:34:08,server,stt,0.794727,
2026-06-23 11:34:23,gateway,vllm_stream,14.779053,
2026-06-23 11:34:25,lynch,round_trip,17.432687,
